"","seqnames","start","end","width","strand","Conc","Conc_KO","Conc_WT","Fold","p.value","FDR"
"12934","chr3",197082879,197083279,401,"*",5.54525772332045,0,6.54525772332045,-5.58704290397924,1.7323678258189e-06,0.000616163693514201
"11674","chr3",25695743,25696143,401,"*",5.86274087196144,0,6.85866638787695,-5.44625846615844,1.78271875533909e-06,0.000616163693514201
"8395","chr18",78535530,78535930,401,"*",5.57258521425496,0,6.57258521425496,-5.58567261528855,1.78436304171799e-06,0.000616163693514201
"11813","chr3",42434691,42435091,401,"*",5.15277127471681,0,6.15277127471681,-5.50283232219523,1.79255925095833e-06,0.000616163693514201
"5852","chr14",76153960,76154360,401,"*",5.22245966305165,0,6.22245966305165,-5.51728787422896,1.79412012514549e-06,0.000616163693514201
"10251","chr2",204806423,204806823,401,"*",5.54733828628436,0,6.54733828628436,-5.57669773135437,1.82222589352558e-06,0.000616163693514201
"8465","chr19",4925028,4925428,401,"*",5.18639191881189,0,6.18639191881189,-5.50289164479604,1.85722525659785e-06,0.000617354266650797
"2601","chr10",83948310,83948710,401,"*",5.51807316341511,0,6.51807316341511,-5.55782845559187,1.94269759792302e-06,0.000635003088174438
"13758","chr4",148833988,148834388,401,"*",6.09326319003627,0,7.08979112493386,-5.46977349619578,2.06019149399823e-06,0.000662368452135955
"13675","chr4",133385606,133386006,401,"*",5.27024280599873,0,6.27024280599873,-5.49463373455656,2.10408468348751e-06,0.000665569496976725
"12068","chr3",69746101,69746501,401,"*",5.2655916330605,0,6.2655916330605,-5.48548751725331,2.1901694314292e-06,0.000678121872363535
"14278","chr5",65048889,65049289,401,"*",5.29208848723255,0,6.29208848723255,-5.48844351428712,2.21292065221631e-06,0.000678121872363535
"19199","chr9",137513166,137513566,401,"*",6.04328999472895,0,7.03969540172039,-5.43784950296592,2.29260725568148e-06,0.000691732515360388
"11230","chr21",44566406,44566806,401,"*",5.22813594502582,0,6.22813594502582,-5.46165907513957,2.37210111254691e-06,0.000702430173204048
"17241","chr7",129739438,129739838,401,"*",5.18280417502089,0,6.18280417502089,-5.4503270808389,2.39969516646294e-06,0.000702430173204048
"4715","chr12",105843620,105844020,401,"*",5.91326363873503,0,6.90871479263516,-5.39287467516993,2.49774607247804e-06,0.000720379352550577
"11125","chr21",33811339,33811739,401,"*",5.62575118540905,0,6.62094806754318,-5.3051598892565,2.79911811001575e-06,0.000781489307682999
"14986","chr5",165393831,165394231,401,"*",5.16895965913304,0,6.16895965913304,-5.41402462144748,2.82166920098119e-06,0.000781489307682999
"10565","chr20",3757304,3757704,401,"*",5.5462223104721,0,6.5462223104721,-5.47899142810055,2.84974882245524e-06,0.000781489307682999
"16468","chr7",593252,593652,401,"*",5.17530681186985,0,6.17530681186985,-5.41185465469791,2.86902050546481e-06,0.000781489307682999
"12933","chr3",196892890,196893290,401,"*",5.08696530129017,0,6.08696530129017,-5.37330806983445,3.17924452093054e-06,0.00082666581421903
"15361","chr6",25124806,25125206,401,"*",5.27665786260979,0,6.27665786260979,-5.40856521304731,3.18441294126593e-06,0.00082666581421903
"7563","chr17",42509772,42510172,401,"*",5.3413479917527,0,6.3413479917527,-5.41965227629149,3.19039414060645e-06,0.00082666581421903
"1468","chr1",201441812,201442212,401,"*",5.25469852984056,0,6.25469852984056,-5.40336272409357,3.20347755867052e-06,0.00082666581421903
"17565","chr8",23335842,23336242,401,"*",7.45762944129704,0.601939780750542,8.45138756047289,-5.21844521506829,3.29398405760124e-06,0.00083252065049868
"10477","chr2",233358336,233358736,401,"*",5.71504911823277,0,6.7105347347078,-5.2907685744659,3.36248548404528e-06,0.00083252065049868
"11938","chr3",52752248,52752648,401,"*",6.6094547546772,0,7.60459698208369,-5.28724693485655,3.37783129619682e-06,0.00083252065049868
"11643","chr3",22474698,22475098,401,"*",6.04317875347974,0,7.03902219512755,-5.35745978962925,3.39596430960098e-06,0.00083252065049868
"6302","chr15",58828247,58828647,401,"*",5.90870519624961,0,6.90475865417609,-5.32026908623538,3.57161375223679e-06,0.000854662712703432
"5337","chr13",89920824,89921224,401,"*",7.43278039697019,1.29155545388271,8.42252400875507,-4.9850206768692,3.58684582169102e-06,0.000854662712703432
"19027","chr9",114484950,114485350,401,"*",5.12207029361977,0,6.12207029361977,-5.35290106428828,3.61702045453727e-06,0.000854662712703432
"11654","chr3",23567910,23568310,401,"*",5.87716212104026,0,6.87312821951821,-5.30206741299403,3.78220391049349e-06,0.000883054560626171
"2546","chr10",74799516,74799916,401,"*",5.21809825862323,0,6.21809825862323,-5.35189759332695,3.94240060501029e-06,0.000908321119318197
"2857","chr10",112981612,112982012,401,"*",5.02032275237157,0,6.02032275237157,-5.31306520896295,3.98305202230088e-06,0.000908321119318197
"8173","chr18",36225396,36225796,401,"*",5.20651948333653,0,6.20651948333653,-5.34061905110037,4.11125676653715e-06,0.000921501798372263
"2048","chr10",13252449,13252849,401,"*",5.12689855700006,0,6.12689855700006,-5.32516990385494,4.13482348851515e-06,0.000921501798372263
"1843","chr1",238265826,238266226,401,"*",5.12971795028269,0,6.12971795028269,-5.32115120446621,4.22067552224195e-06,0.000926390613635925
"5057","chr13",38003919,38004319,401,"*",5.21963487195206,0,6.21963487195206,-5.33472057904146,4.26645822118619e-06,0.000926390613635925
"17847","chr8",60381794,60382194,401,"*",6.05187896093754,0,7.04774742919994,-5.30912754423479,4.29846756276102e-06,0.000926390613635925
"3473","chr11",77279176,77279576,401,"*",5.14702954556736,0,6.14702954556736,-5.31002768456444,4.5064696682925e-06,0.000939967483399802
"14254","chr5",60309127,60309527,401,"*",5.10403790612958,0,6.10403790612958,-5.30139911969614,4.52754583100814e-06,0.000939967483399802
"6264","chr15",53397041,53397441,401,"*",5.16528962268934,0,6.16528962268934,-5.31186848862734,4.53643248995598e-06,0.000939967483399802
"8624","chr19",35246697,35247097,401,"*",5.07993141755533,0,6.07993141755533,-5.29462893887434,4.57859780219532e-06,0.000939967483399802
"10153","chr2",195513277,195513677,401,"*",6.19954549743784,0,7.19308787265945,-5.12978472555899,4.62947609286449e-06,0.000939967483399802
"4720","chr12",106082395,106082795,401,"*",4.96862913724,0,5.96862913724,-5.27055461199011,4.64903354526722e-06,0.000939967483399802
"3817","chr11",128552850,128553250,401,"*",5.2247456807408,0,6.2247456807408,-5.30833004470283,4.82589938364755e-06,0.00096577080318465
"2102","chr10",18306026,18306426,401,"*",4.95626555593948,0,5.95626555593948,-5.25198102858158,5.01576202478848e-06,0.000985274009145813
"2316","chr10",50339807,50340207,401,"*",5.96440820987998,0,6.9612427285632,-5.25958184732116,5.02383239417608e-06,0.000985274009145813
"1179","chr1",165666120,165666520,401,"*",5.32953783726075,0,6.32953783726075,-5.30456472211224,5.28519980320479e-06,0.00101574555325497
"9596","chr2",102839896,102840296,401,"*",5.06409890303713,0,6.06409890303713,-5.26040025819038,5.28696739366573e-06,0.00101574555325497
"7242","chr17",2207733,2208133,401,"*",5.32720348248256,0,6.32720348248256,-5.30143304187917,5.34957811024523e-06,0.00101574555325497
"146","chr1",20081020,20081420,401,"*",6.23554934297597,0,7.22826609894116,-5.08516615128772,5.3863725034936e-06,0.00101574555325497
"17391","chr7",151249271,151249671,401,"*",5.35427909605108,0,6.35427909605108,-5.29788083558143,5.53088253011627e-06,0.00103306350648229
"3460","chr11",75850854,75851254,401,"*",5.43967964198497,0,6.43421406506286,-5.12619735873301,5.6642007277403e-06,0.00103863565989541
"10654","chr20",13791423,13791823,401,"*",4.91969286649575,0,5.91969286649575,-5.21701869371025,5.71798956043282e-06,0.00103863565989541
"10478","chr2",233418844,233419244,401,"*",5.18760061569659,0,6.18760061569659,-5.26189827062444,5.77022478132745e-06,0.00103863565989541
"7721","chr17",60823492,60823892,401,"*",4.97663703015537,0,5.97663703015537,-5.22552629211129,5.77255185236591e-06,0.00103863565989541
"1045","chr1",155437356,155437756,401,"*",5.08452086423006,0,6.08452086423006,-5.23285859676583,6.08357552087926e-06,0.00108464621014076
"9820","chr2",145186476,145186876,401,"*",4.95779375409026,0,5.95779375409026,-5.20175284110068,6.33361728384706e-06,0.00111905317270999
"2396","chr10",62019025,62019425,401,"*",5.0337762395277,0,6.0337762395277,-5.21165510905743,6.4356007439176e-06,0.00112691965883671
"16709","chr7",29328623,29329023,401,"*",5.57350098748603,0,6.56774178880805,-5.12628961421015,6.54772851067231e-06,0.00113640753585226
"10259","chr2",206408812,206409212,401,"*",5.05513619706006,0,6.05513619706006,-5.1991115192818,6.91372720490756e-06,0.00117888212454006
"460","chr1",53246263,53246663,401,"*",5.12713469347994,0,6.12713469347994,-5.2101887673915,6.93681511478812e-06,0.00117888212454006
"5947","chr14",90675398,90675798,401,"*",6.56142970135445,0.331579822472622,7.5517864495588,-4.89367547975652,6.97278841763447e-06,0.00117888212454006
"12425","chr3",134211779,134212179,401,"*",5.0473002876786,0,6.0473002876786,-5.19160407861024,7.10599053790176e-06,0.00118717546589298
"12717","chr3",177781591,177781991,401,"*",4.99461197468202,0,5.99461197468202,-5.17899316852993,7.22601695945823e-06,0.00118717546589298
"14904","chr5",153619739,153620139,401,"*",4.86395216109881,0,5.86395216109881,-5.15510255395983,7.25299964203307e-06,0.00118717546589298
"9688","chr2",119788751,119789151,401,"*",5.24484459097507,0,6.24484459097507,-5.21772065225004,7.26397388880059e-06,0.00118717546589298
"15057","chr5",175724545,175724945,401,"*",5.22997007106822,0,6.22997007106822,-5.20538748555965,7.58302435372406e-06,0.00122907664153088
"12396","chr3",130916732,130917132,401,"*",5.48639819966589,0,6.48027981696701,-5.07233689041264,7.78461087312729e-06,0.00124437129458034
"8722","chr19",46984459,46984859,401,"*",5.10148192707876,0,6.10148192707876,-5.17900197961275,7.80428662213855e-06,0.00124437129458034
"18463","chr9",17669197,17669597,401,"*",4.8832919065691,0,5.8832919065691,-5.13064579195766,8.23087686146879e-06,0.00130180610489618
"19466","chrX",71629499,71629899,401,"*",5.62813172713748,0,6.62333654137185,-5.04669417095257,1.00347212401085e-05,0.00156675970455425
"14850","chr5",147203203,147203603,401,"*",6.95700737580146,0.392770847107295,7.94936440283065,-4.92153398962343,1.00658638983192e-05,0.00156675970455425
"14573","chr5",111580984,111581384,401,"*",4.90835582318586,0,5.90835582318586,-5.08634890793474,1.01973939553668e-05,0.00156823266639956
"14830","chr5",143498467,143498867,401,"*",4.95285990766664,0,5.95285990766664,-5.09260754554689,1.02352529726261e-05,0.00156823266639956
"2783","chr10",101617544,101617944,401,"*",5.99335097916461,0,6.98589863090242,-4.92211943958882,1.05738021117481e-05,0.00160754579081863
"9731","chr2",130363629,130364029,401,"*",4.93233100664863,0,5.93233100664863,-5.08004263488935,1.06564289344174e-05,0.00160764526355227
"11305","chr22",25074769,25075169,401,"*",5.11619792416139,0,6.11619792416139,-5.10023645960551,1.09968954984886e-05,0.00164634438562105
"11629","chr3",17796040,17796440,401,"*",4.8761220877058,0,5.8761220877058,-5.05521169954661,1.14062794796743e-05,0.00169469661481343
"17537","chr8",21744222,21744622,401,"*",5.4740894440711,0,6.46875292315943,-4.98774399186615,1.15019198434691e-05,0.0016960575336099
"13073","chr4",17604263,17604663,401,"*",4.92563925252352,0,5.92563925252352,-5.05798199534664,1.16562532578123e-05,0.0017059883499419
"13556","chr4",106365482,106365882,401,"*",5.70370901852352,0,6.6999157596452,-5.00545315165854,1.28186316156022e-05,0.00185792807727943
"6232","chr15",51172111,51172511,401,"*",4.7785701253661,0,5.7785701253661,-5.01105046060292,1.2889988661433e-05,0.00185792807727943
"4529","chr12",88518843,88519243,401,"*",4.75231162755016,0,5.75231162755016,-5.00504571520996,1.2983752156117e-05,0.00185792807727943
"13414","chr4",84596680,84597080,401,"*",4.89015190673217,0,5.89015190673217,-5.02428710539007,1.31417409780313e-05,0.00185792807727943
"13236","chr4",48821420,48821820,401,"*",4.90749295704423,0,5.90749295704423,-5.02641794651769,1.31680605110055e-05,0.00185792807727943
"13427","chr4",85741311,85741711,401,"*",4.85364668376061,0,5.85364668376061,-5.01606476912363,1.3286879399757e-05,0.00186130199134311
"10415","chr2",227188278,227188678,401,"*",5.05452905482743,0,6.05452905482743,-5.03576128454473,1.38380542764073e-05,0.00192476539339645
"10384","chr2",223886726,223887126,401,"*",4.9391979179988,0,5.9391979179988,-5.01204836867346,1.42648694087105e-05,0.00192625247969043
"2600","chr10",83943906,83944306,401,"*",4.98152645480539,0,5.98152645480539,-5.017563738751,1.43026611790506e-05,0.00192625247969043
"16435","chr6",166588859,166589259,401,"*",4.75802206083246,0,5.75802206083246,-4.98349062790653,1.4310436916108e-05,0.00192625247969043
"8603","chr19",28794289,28794689,401,"*",6.03159250312009,0,7.02433559030748,-4.86941780653863,1.43440903613741e-05,0.00192625247969043
"16494","chr7",3218425,3218825,401,"*",6.11810312217493,0,7.11020047039883,-4.86380696849359,1.44276586432394e-05,0.00192625247969043
"12987","chr4",4634147,4634547,401,"*",4.72615133817205,0,5.72615133817205,-4.97620324060858,1.44380539727969e-05,0.00192625247969043
"209","chr1",26119924,26120324,401,"*",4.86077114178552,0,5.86077114178552,-4.99163285697701,1.47979815290934e-05,0.00196093252532824
"12287","chr3",119457224,119457624,401,"*",5.47082520961022,0,6.46636641342829,-4.92855672655406,1.50369752482421e-05,0.00197922925213774
"3964","chr12",9066786,9067186,401,"*",5.17368128806934,0,6.16710658235205,-4.86545009538681,1.53690859953382e-05,0.00200103356044127
"15395","chr6",28917426,28917826,401,"*",6.31738426821622,0,7.30844990682312,-4.78523840814789,1.54092825532686e-05,0.00200103356044127
"15640","chr6",53460874,53461274,401,"*",4.92223602582445,0,5.92223602582445,-4.98943421849224,1.55087243109868e-05,0.00200103356044127
"1842","chr1",238248374,238248774,401,"*",4.92958010546177,0,5.92958010546177,-4.98038040362802,1.61596577714081e-05,0.00205519405415653
"18510","chr9",25857166,25857566,401,"*",6.60595738510071,0.392770847107295,7.59620172698641,-4.74327013687255,1.62272088929546e-05,0.00205519405415653
"6312","chr15",59222062,59222462,401,"*",6.40023626935262,0.392770847107295,7.38897958595782,-4.6885957467894,1.62428655106191e-05,0.00205519405415653
"6641","chr15",94613542,94613942,401,"*",6.20703155425975,0.331579822472622,7.19469160546917,-4.64179446083878,1.66281527343943e-05,0.0020904572527368
"4767","chr12",110661459,110661859,401,"*",4.83131924747635,0,5.83131924747635,-4.95587962430078,1.68685173623451e-05,0.00210716791407842
"9115","chr2",41509704,41510104,401,"*",4.78830383327131,0,5.78830383327131,-4.9460515455416,1.71105817470492e-05,0.00211356187705955
"4667","chr12",101439255,101439655,401,"*",6.21425509824234,0.331579822472622,7.20197704390019,-4.63870666160444,1.71352405900708e-05,0.00211356187705955
"8121","chr18",24094587,24094987,401,"*",4.83219709298749,0,5.83219709298749,-4.95017072869818,1.72786275209302e-05,0.00211792776837802
"16458","chr6",170141951,170142351,401,"*",4.85048258998479,0,5.85048258998479,-4.94614528616585,1.77667315859164e-05,0.00216423068237884
"3650","chr11",108854411,108854811,401,"*",4.66601795811703,0,5.66601795811703,-4.91071632870533,1.83327607298975e-05,0.00220018394455526
"1792","chr1",234532557,234532957,401,"*",5.62446414092299,0.267678017659869,6.60675268132295,-4.45284399266315,1.83378244963381e-05,0.00220018394455526
"11249","chr22",17334020,17334420,401,"*",5.25586023417668,0,6.2506837309179,-4.8436980933258,1.8398438043395e-05,0.00220018394455526
"8219","chr18",46678989,46679389,401,"*",5.27432297235267,0,6.26723333992602,-4.8434973302268,1.86741312066881e-05,0.00221218004905742
"2344","chr10",55203305,55203705,401,"*",4.76807621337702,0,5.76807621337702,-4.92127642793857,1.87243467338125e-05,0.00221218004905742
"18407","chr9",2000304,2000704,401,"*",4.87349609904223,0,5.87349609904223,-4.93412576113563,1.89058883986147e-05,0.00222025319325528
"17597","chr8",26186024,26186424,401,"*",5.49803377961901,0,6.48751757192758,-4.68675346557669,1.90998632949693e-05,0.00222968166036273
"5451","chr13",111332491,111332891,401,"*",4.85942498357747,0,5.85942498357747,-4.91746407128356,2.00683345409595e-05,0.0023288767870846
"9703","chr2",126491719,126492119,401,"*",4.84810022959701,0,5.84810022959701,-4.91261881702065,2.03381870479092e-05,0.00233515363779129
"6176","chr15",42331255,42331655,401,"*",4.96894065299829,0,5.96894065299829,-4.92716816933841,2.04518605360879e-05,0.00233515363779129
"16693","chr7",28207453,28207853,401,"*",5.11677049320643,0,6.10886051825781,-4.79042076666423,2.0681617205976e-05,0.00233515363779129
"3020","chr11",8908120,8908520,401,"*",6.43901104024322,0.392770847107295,7.42805400550739,-4.65286579745117,2.08849725709572e-05,0.00233515363779129
"12370","chr3",127985229,127985629,401,"*",4.6897936613161,0,5.6897936613161,-4.88333685365418,2.08862960871075e-05,0.00233515363779129
"16822","chr7",43876279,43876679,401,"*",5.27367026871677,0,6.26753674172277,-4.8173575984236,2.10282412187505e-05,0.00233515363779129
"2476","chr10",70652885,70653285,401,"*",4.94729618250376,0,5.94729618250376,-4.91699825969691,2.10662147782407e-05,0.00233515363779129
"18868","chr9",98729906,98730306,401,"*",4.83668587565567,0,5.83668587565567,-4.9022613133532,2.10749639959748e-05,0.00233515363779129
"10698","chr20",20232856,20233256,401,"*",4.69607954144441,0,5.69607954144441,-4.87960973385117,2.12911956789595e-05,0.00234585915536941
"18298","chr8",132315820,132316220,401,"*",5.12092729300496,0,6.11410714549938,-4.78246182885824,2.15694868341944e-05,0.00236324455749844
"7333","chr17",10251168,10251568,401,"*",5.47816998921911,0,6.47201653673873,-4.84312219945196,2.19558702186579e-05,0.00239221403737955
"13090","chr4",23333908,23334308,401,"*",4.71923398932971,0,5.71923398932971,-4.86680816669631,2.27579875721335e-05,0.00246031945970783
"4098","chr12",24854909,24855309,401,"*",4.93524978012738,0,5.93524978012738,-4.89505770045557,2.28318448738948e-05,0.00246031945970783
"4572","chr12",91381273,91381673,401,"*",5.31692539340224,0,6.31097340761656,-4.80282797714097,2.32254533638469e-05,0.002483342986081
"14846","chr5",146363364,146363764,401,"*",6.15543424923521,0,7.14543481419626,-4.66300005696631,2.35700240198844e-05,0.002483342986081
"14167","chr5",43616567,43616967,401,"*",4.62737351427601,0,5.62737351427601,-4.84420226473902,2.36289557970754e-05,0.002483342986081
"9840","chr2",147826313,147826713,401,"*",4.65159758737723,0,5.65159758737723,-4.84751046501202,2.36624461710982e-05,0.002483342986081
"3661","chr11",110000016,110000416,401,"*",7.7596920823202,1.2001257691649,8.75202426186272,-4.74535594097931,2.37008253082803e-05,0.002483342986081
"8289","chr18",57977428,57977828,401,"*",4.59984954119399,0,5.59984954119399,-4.83823464012909,2.38052458384268e-05,0.002483342986081
"1619","chr1",214198590,214198990,401,"*",5.81970583927746,0,6.81269762206732,-4.74130711467407,2.43200343090793e-05,0.00252362176121515
"10073","chr2",177467658,177468058,401,"*",4.66620771958247,0,5.66620771958247,-4.84154769675343,2.4455612269787e-05,0.00252433404123717
"6234","chr15",51202752,51203152,401,"*",4.65277863534017,0,5.65277863534017,-4.83828205665488,2.45935292742893e-05,0.00252527903731603
"14955","chr5",159901792,159902192,401,"*",4.58623420037567,0,5.58623420037567,-4.82245976857253,2.51981241993749e-05,0.00254453126731593
"1513","chr1",205920168,205920568,401,"*",5.29576854207003,0,6.28878377079828,-4.78018223694989,2.5205090739141e-05,0.00254453126731593
"12496","chr3",144866425,144866825,401,"*",5.81188434917238,0,6.80210666932274,-4.68188494440407,2.52271739438037e-05,0.00254453126731593
"1844","chr1",238330287,238330687,401,"*",6.2416437924419,0.93722905134968,7.22327338943277,-4.39694272950146,2.5299999853488e-05,0.00254453126731593
"19117","chr9",126945743,126946143,401,"*",5.66261104909524,0,6.65323228841814,-4.66664028306569,2.58835874437685e-05,0.00258994345381218
"1896","chr1",245501609,245502009,401,"*",4.57019354231869,0,5.57019354231869,-4.80404025301312,2.69202897358646e-05,0.00264520049075594
"3526","chr11",85096938,85097338,401,"*",5.70777333761731,0,6.69868453537836,-4.66816719475451,2.69809499607772e-05,0.00264520049075594
"3334","chr11",64214961,64215361,401,"*",6.68043187673748,0.714698941994658,7.66884348834258,-4.58297523730181,2.70376929102653e-05,0.00264520049075594
"4103","chr12",24947646,24948046,401,"*",5.29823005025376,0,6.28519816015884,-4.5558189720979,2.72697024149478e-05,0.00264520049075594
"17000","chr7",83149369,83149769,401,"*",6.03010472203517,0.186902281471698,7.01748460244019,-4.57159990623986,2.72908921919499e-05,0.00264520049075594
"5485","chr14",20945130,20945530,401,"*",4.88023508750562,0,5.88023508750562,-4.84219959934526,2.73378510849649e-05,0.00264520049075594
"720","chr1",98402799,98403199,401,"*",4.74608694324544,0,5.74608694324544,-4.82451921246122,2.74060424177267e-05,0.00264520049075594
